Company,Valuation ($B),Date Joined,Year Joined,Month Joined,Day Joined,Industry,City,Country,Continent,Years to Unicorn,Year Founded,Funding ($B),Investor 1,Investor 2,Investor 3,Investor 4,Investors
ZocDoc,2,8/20/15,2015,08,20,Health,New York,United States,North America,8,2007,0.374,Founders Fund, Khosla Ventures, Goldman Sachs,,"Founders Fund, Khosla Ventures, Goldman Sachs"
Accelerant,2,1/12/22,2022,01,12,Other,Colchester,United Kingdom,Europe,4,2018,0.193,Deer Park Road, Altamont Capital Partners, Eldridge,,"Deer Park Road, Altamont Capital Partners, Eldridge"
Huaqin Telecom Technology,2,10/8/19,2019,10,08,Mobile & telecommunications,Shanghai,China,Asia,14,2005,0.298,Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital,,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"
Addepar,2,6/15/21,2021,06,15,Fintech,Mountain View,United States,North America,12,2009,0.676,8VC, D1 Capital Partners, Sway Ventures,,"8VC, D1 Capital Partners, Sway Ventures"
YITU Technology,2,3/8/18,2018,03,08,Artificial intelligence,Shanghai,China,Asia,6,2012,0.401,Sequoia Capital China, Banyan Capital,,,"Sequoia Capital China, Banyan Capital"
CloudWalk,2,9/8/21,2021,09,08,Fintech,Sao Paulo,Brazil,South America,6,2015,0.345,Plug and Play Ventures, Valor Capital Group, DST Global,,"Plug and Play Ventures, Valor Capital Group, DST Global"
Retool,2,12/22/21,2021,12,22,Internet software & services,San Francisco,United States,North America,21,2000,0.096,Sequoia Capital,,,,Sequoia Capital
Volocopter,2,3/4/22,2022,03,04,Auto & transportation,Bruchsal,Germany,Europe,11,2011,0.599,btov Partners, Geely, Intel Capital,,"btov Partners, Geely, Intel Capital"
Acorns,2,3/9/22,2022,03,09,Fintech,Irvine,United States,North America,10,2012,0.507,e.ventures, Bain Capital Ventures, Greycroft,,"e.ventures, Bain Capital Ventures, Greycroft"
Aledade,2,1/19/21,2021,01,19,Health,Bethesda,United States,North America,7,2014,0.295,Venrock, CVF Capital Partners, ARCH Venture Partners,,"Venrock, CVF Capital Partners, ARCH Venture Partners"
CoinSwitch Kuber,2,10/6/21,2021,10,06,Fintech,Bangalore,India,Asia,4,2017,0.301,Tiger Global Management, Sequoia Capital India, Ribbit Capital,,"Tiger Global Management, Sequoia Capital India, Ribbit Capital"
ConcertAI,2,3/29/22,2022,03,29,Artificial Intelligence,Boston,United States,North America,4,2018,0.3,Sixth Street Partners, Declaration Partners, Maverick Ventures Israel,,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
Eightfold.ai,2,10/27/20,2020,10,27,Internet software & services,Santa Clara,United States,North America,4,2016,0.397,Foundation Capital, Institutional Venture Partners, General Catalyst,,"Foundation Capital, Institutional Venture Partners, General Catalyst"
FirstCry,2,2/7/20,2020,02,07,E-commerce & direct-to-consumer,Pune,India,Asia,10,2010,0.441,SoftBank Group, SAIF Partners India, Valiant Capital Partners,,"SoftBank Group, SAIF Partners India, Valiant Capital Partners"
Forto,2,6/21/21,2021,06,21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,5,2016,0.593,Cherry Ventures, Northzone Ventures, Global Founders Capital,,"Cherry Ventures, Northzone Ventures, Global Founders Capital"
GoCardless,2,2/8/22,2022,02,08,Fintech,London,United Kingdom,Europe,11,2011,0.529,Accel, Passion Capital, Balderton Capital,,"Accel, Passion Capital, Balderton Capital"
InVision,2,11/1/17,2017,11,01,Internet software & services,New York,United States,North America,6,2011,0.349,FirstMark Capital, Tiger Global Management, ICONIQ Capital,,"FirstMark Capital, Tiger Global Management, ICONIQ Capital"
Jeeves,2,3/14/22,2022,03,14,Fintech,Orlando,United States,North America,3,2019,0.268,Tencent Holdings, CRV, Clocktower Technology Ventures,,"Tencent Holdings, CRV, Clocktower Technology Ventures"
Medable,2,10/26/21,2021,10,26,Internet software & services,Palo Alto,United States,North America,8,2013,0.507,GSR Ventures, Sapphire Ventures, Streamlined Ventures,,"GSR Ventures, Sapphire Ventures, Streamlined Ventures"
Moveworks,2,6/30/21,2021,06,30,Artificial intelligence,Mountain View,United States,North America,5,2016,0.305,Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers,,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers"
MX Technologies,2,1/13/21,2021,01,13,Fintech,Lehi,United States,North America,11,2010,0.45,Point72 Ventures, Pelion Venture Partners, Commerce Ventures,,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures"
PayFit,2,1/6/22,2022,01,06,Fintech,London,United Kingdom,Europe,6,2016,0.496,Accel, frst, Kima Ventures,,"Accel, frst, Kima Ventures"
ReCharge,2,5/6/21,2021,05,06,Fintech,Los Angeles,United States,North America,4,2017,0.277,ICONIQ Growth, Bain Capital Ventures, Summit Partners,,"ICONIQ Growth, Bain Capital Ventures, Summit Partners"
Roofstock,2,3/10/22,2022,03,10,Fintech,Oakland,United States,North America,7,2015,0.365,Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners,,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners"
Urban Company,2,4/27/21,2021,04,27,E-commerce & direct-to-consumer,Gurgaon,India,Asia,7,2014,0.371,VY Capital, Accel, Elevation Capital,,"VY Capital, Accel, Elevation Capital"
Rokt,2,12/16/21,2021,12,16,Internet software & services,New York,United States,North America,9,2012,0.487,Square Peg Capital, TDM Growth Partners, Tiger Global Management,,"Square Peg Capital, TDM Growth Partners, Tiger Global Management"
Starling Bank,2,3/8/21,2021,03,08,Fintech,London,United Kingdom,Europe,7,2014,0.791,JTC Group, Qatar Investment Authority, Fidelity Investment,,"JTC Group, Qatar Investment Authority, Fidelity Investment"
Ankorstore,2,1/10/22,2022,01,10,E-commerce & direct-to-consumer,Paris,France,Europe,3,2019,0.422,Global Founders Capital, Aglae Ventures, Alven Capital,,"Global Founders Capital, Aglae Ventures, Alven Capital"
4Paradigm,2,12/19/18,2018,12,19,Artificial intelligence,Beijing,China,Asia,3,2015,1,Sequoia Capital China, China Construction Bank, Bank of China,,"Sequoia Capital China, China Construction Bank, Bank of China"
Advance Intelligence Group,2,9/23/21,2021,09,23,Artificial intelligence,,Singapore,Asia,5,2016,0.536,Vision Plus Capital, GSR Ventures, ZhenFund,,"Vision Plus Capital, GSR Ventures, ZhenFund"
Aiven,2,10/18/21,2021,10,18,Internet software & services,Helsinki,Finland,Europe,5,2016,0.21,Institutional Venture Partners, Atomico, Earlybird Venture Capital,,"Institutional Venture Partners, Atomico, Earlybird Venture Capital"
Akulaku,2,2/15/22,2022,02,15,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,8,2014,0.438,DCM Ventures, IDG Capital, Siam Commercial Bank,,"DCM Ventures, IDG Capital, Siam Commercial Bank"
Apeel Sciences,2,5/26/20,2020,05,26,Other,Goleta,United States,North America,8,2012,0.64,Upfront Ventures, Tao Capital Partners, Andreessen Horowitz,,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz"
AppsFlyer,2,1/21/20,2020,01,21,Mobile & telecommunications,San Francisco,United States,North America,9,2011,0.293,Magma Venture Partners, Pitango Venture Capital, Qumra Capital,,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital"
Avant,2,12/17/12,2012,12,17,Artificial intelligence,Chicago,United States,North America,0,2012,0.658,RRE Ventures, Tiger Global, August Capital,,"RRE Ventures, Tiger Global, August Capital"
Aviatrix,2,9/8/21,2021,09,08,Internet software & services,Santa Clara,United States,North America,7,2014,0.341,Ignition Partners, Formation 8, CRV,,"Ignition Partners, Formation 8, CRV"
BlaBlaCar,2,9/16/15,2015,09,16,Auto & transportation,Paris,France,Europe,9,2006,0.449,Accel Partners, Index Ventures, Insight Venture Partners,,"Accel Partners, Index Ventures, Insight Venture Partners"
Black Sesame Technologies,2,9/22/21,2021,09,22,Artificial intelligence,Shanghai,China,Asia,5,2016,0.115,Northern Light Venture Capital, Xiaomi, FutureX Capital,,"Northern Light Venture Capital, Xiaomi, FutureX Capital"
Bunq,2,6/18/21,2021,06,18,Fintech,Amsterdam,Netherlands,Europe,8,2013,0.281,Undisclosed,,,,Undisclosed
Calm,2,2/6/19,2019,02,06,Consumer & retail,San Francisco,United States,North America,7,2012,0.218,Insight Venture Partners, TPG Growth, Sound Ventures,,"Insight Venture Partners, TPG Growth, Sound Ventures"
Chipper Cash,2,5/31/21,2021,05,31,Fintech,San Francisco,United States,North America,4,2017,0.302,Deciens Capital, Bezos Expeditions, 500 Startups,,"Deciens Capital, Bezos Expeditions, 500 Startups"
Clearco,2,4/20/21,2021,04,20,Fintech,Toronto,Canada,North America,6,2015,0.433,Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners,,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners"
ClickHouse,2,10/28/21,2021,10,28,Data management & analytics,Portola Valley,United States,North America,0,2021,0.3,Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital,,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital"
Clip,2,6/10/21,2021,06,10,Fintech,Mexico City,Mexico,North America,9,2012,0.381,Alta Ventures Mexico, General Atlantic, SoftBank Group,,"Alta Ventures Mexico, General Atlantic, SoftBank Group"
Cloudinary,2,2/15/22,2022,02,15,Internet software & services,Santa Clara,United States,North America,11,2011,0.1,Blackstone, Bessemer Venture Partners,,,"Blackstone, Bessemer Venture Partners"
Deliverr,2,11/22/21,2021,11,22,"Supply chain, logistics, & delivery",San Francisco,United States,North America,4,2017,0.456,8VC, Activant Capital, GLP Capital Partners,,"8VC, Activant Capital, GLP Capital Partners"
Divvy Homes,2,8/13/21,2021,08,13,Fintech,San Francisco,United States,North America,4,2017,0.37,Andreessen Horowitz, Caffeinated Capital, SciFi VC,,"Andreessen Horowitz, Caffeinated Capital, SciFi VC"
Dremio,2,1/6/21,2021,01,06,Data management & analytics,Santa Clara,United States,North America,6,2015,0.41,Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners,,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners"
Druva,2,6/20/19,2019,06,20,Data management & analytics,Sunnyvale,United States,North America,12,2007,0.475,Nexus Venture Partners, Tenaya Capital, Sequoia Capital,,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital"
Everlaw,2,3/10/20,2020,03,10,Internet software & services,Oakland,United States,North America,10,2010,0.299,K9 Ventures, Menlo Ventures, Andreessen Horowitz,,"K9 Ventures, Menlo Ventures, Andreessen Horowitz"
Exotec,2,1/17/22,2022,01,17,Hardware,Croix,France,Europe,7,2015,0.45,Breega Capital, Iris Capital, 360 Capital Partners,,"Breega Capital, Iris Capital, 360 Capital Partners"
Formlabs,2,8/1/18,2018,08,01,Hardware,Somerville,United States,North America,7,2011,0.251,Pitango Venture Capital, DFJ Growth Fund, Foundry Group,,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group"
Guoquan Shihui,2,3/17/21,2021,03,17,Consumer & retail,Shanghai,China,Asia,4,2017,0.523,Tiantu Capital, CMB International Capital, Vision Knight Capital,,"Tiantu Capital, CMB International Capital, Vision Knight Capital"
Hive,2,4/21/21,2021,04,21,Artificial intelligence,San Francisco,United States,North America,8,2013,0.121,Tomales Bay Capital, Bain & Company, General Catalyst,,"Tomales Bay Capital, Bain & Company, General Catalyst"
HuiMin,2,9/5/16,2016,09,05,E-commerce & direct-to-consumer,Beijing,China,Asia,3,2013,0.517,Zheshang Venture Capital, GP Capital, Western Capital Management,,"Zheshang Venture Capital, GP Capital, Western Capital Management"
ISN,2,12/17/20,2020,12,17,"Supply chain, logistics, & delivery",Dallas,United States,North America,19,2001,0.557,Blackstone,,,,Blackstone
Iterable,2,6/15/21,2021,06,15,Internet software & services,San Francisco,United States,North America,8,2013,0.342,CRV, Blue Cloud Ventures, Index Ventures,,"CRV, Blue Cloud Ventures, Index Ventures"
Kajabi,2,5/4/21,2021,05,04,Internet software & services,Irvine,United States,North America,11,2010,0.55,Meritech Capital Partners, Tiger Global Management, Spectrum Equity,,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity"
Kaseya,2,3/27/19,2019,03,27,Cybersecurity,Miami,United States,North America,19,2000,0.545,Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund,,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund"
Keep,2,5/19/20,2020,05,19,Mobile & telecommunications,Beijing,China,Asia,6,2014,0.614,Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital,,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital"
KRY,2,4/27/21,2021,04,27,Health,Stockholm,Sweden,Europe,7,2014,0.569,Index Ventures, Creandum, Accel,,"Index Ventures, Creandum, Accel"
Loggi,2,6/5/19,2019,06,05,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,6,2013,0.507,Qualcomm Ventures, SoftBank Group, Monashees+,,"Qualcomm Ventures, SoftBank Group, Monashees+"
LTK,2,11/22/21,2021,11,22,Internet software & services,Dallas,United States,North America,10,2011,0.315,SoftBank Group, Maverick Capital,,,"SoftBank Group, Maverick Capital"
Lunar,2,7/12/21,2021,07,12,Fintech,Aarhus,Denmark,Europe,6,2015,0.448,SEED Capital, Greyhound Capital, Socii Capital,,"SEED Capital, Greyhound Capital, Socii Capital"
Mafengwo,2,5/23/19,2019,05,23,Travel,Beijing,China,Asia,9,2010,0.503,Qiming Venture Partners, Capital Today, General Atlantic,,"Qiming Venture Partners, Capital Today, General Atlantic"
Magic Leap,2,10/21/14,2014,10,21,Hardware,Plantation,United States,North America,4,2010,3,Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz,,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"
Misfits Market,2,4/21/21,2021,04,21,E-commerce & direct-to-consumer,Pennsauken,United States,North America,3,2018,0.527,Accel, D1 Capita Partners, Greenoaks Capital Management,,"Accel, D1 Capita Partners, Greenoaks Capital Management"
Modern Treasury,2,10/6/21,2021,10,06,Fintech,San Francisco,United States,North America,3,2018,0.183,Benchmark, Altimeter Capital, Quiet Capital,,"Benchmark, Altimeter Capital, Quiet Capital"
MURAL,2,7/20/21,2021,07,20,Internet software & services,San Francisco,United States,North America,10,2011,0.192,Insight Partners, Tiger Global Management, Gradient Ventures,,"Insight Partners, Tiger Global Management, Gradient Ventures"
Mynt,2,11/1/21,2021,11,01,Fintech,Taguig City,Philippines,Asia,6,2015,0.475,Insight Partners, Warburg Pincus, Ayala Corporation,,"Insight Partners, Warburg Pincus, Ayala Corporation"
Neo4j,2,6/17/21,2021,06,17,Data management & analytics,San Mateo,United States,North America,14,2007,0.408,Eight Roads Ventures, One Peak Partners, Creandum,,"Eight Roads Ventures, One Peak Partners, Creandum"
Netlify,2,11/17/21,2021,11,17,Internet software & services,San Francisco,United States,North America,7,2014,0.202,Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures,,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures"
OCSiAl,2,3/4/19,2019,03,04,Other,Leudelange,Luxembourg,Europe,7,2012,0.285,A&NN, Rusnano,,,"A&NN, Rusnano"
Opay,2,8/23/21,2021,08,23,Fintech,Lagos,Nigeria,Africa,3,2018,0.57,Sequoia Capital China, Source Code Capital, Redpoint Ventures China,,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China"
Pipe,2,5/19/21,2021,05,19,Fintech,Miami,United States,North America,2,2019,0.566,next47, MaC Venture Capital, FinVC,,"next47, MaC Venture Capital, FinVC"
Preferred Networks,2,5/17/18,2018,05,17,Artificial intelligence,Tokyo,Japan,Asia,4,2014,0.147,Toyota Motor Corporation, Mizuho Financial Group, FANUC,,"Toyota Motor Corporation, Mizuho Financial Group, FANUC"
Quora,2,4/21/17,2017,04,21,Internet software & services,Mountain View,United States,North America,8,2009,0.226,Y Combinator, Matrix Partners, Benchmark,,"Y Combinator, Matrix Partners, Benchmark"
Redis Labs,2,8/25/20,2020,08,25,Data management & analytics,Mountain View,United States,North America,9,2011,0.356,Viola Ventures, Dell Technologies Capital, Bain Capital Ventures,,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"
SmartNews,2,8/5/19,2019,08,05,Mobile & telecommunications,Tokyo,Japan,Asia,7,2012,0.41,Japan Post Capital, Globis Capital Partners, Atomico,,"Japan Post Capital, Globis Capital Partners, Atomico"
Spring Health,2,9/16/21,2021,09,16,Health,New York,United States,North America,5,2016,0.296,Rethink Impact, Work-Bench, RRE Ventures,,"Rethink Impact, Work-Bench, RRE Ventures"
StarkWare,2,11/17/21,2021,11,17,Cybersecurity,Netanya,Israel,Asia,3,2018,0.161,Sequoia Capital, Paradigm, Pantera Capital,,"Sequoia Capital, Paradigm, Pantera Capital"
SWORD Health,2,11/22/21,2021,11,22,Health,New York,United States,North America,6,2015,0.296,Khosla Ventures, Green Innovations, Founders Fund,,"Khosla Ventures, Green Innovations, Founders Fund"
Tier,2,10/25/21,2021,10,25,Travel,Berlin,Germany,Europe,3,2018,0.587,Northzone Ventures, White Star Capital, Novator Partners,,"Northzone Ventures, White Star Capital, Novator Partners"
Trendy Group International,2,2/13/12,2012,02,13,Consumer & retail,Kowloon,Hong Kong,Asia,13,1999,0.2,L Capital Partners,,,,L Capital Partners
Unqork,2,10/6/20,2020,10,06,Fintech,New York,United States,North America,3,2017,0.365,Blackrock, capitalG, World Lab Innovation,,"Blackrock, capitalG, World Lab Innovation"
VerbIT,2,6/8/21,2021,06,08,Artificial intelligence,New York,United States,North America,5,2016,0.432,ClalTech, Vertex Ventures, Oryzn Capital,,"ClalTech, Vertex Ventures, Oryzn Capital"
Virta Health,2,12/2/20,2020,12,02,Health,San Francisco,United States,North America,5,2015,0.373,Caffeinated Capital, Obvious Ventures, Venrock,,"Caffeinated Capital, Obvious Ventures, Venrock"
Xinchao Media,2,4/9/18,2018,04,09,Internet software & services,Chengdu,China,Asia,11,2007,0.768,JD.com, Baidu, Vision Plus Capital,,"JD.com, Baidu, Vision Plus Capital"
Xingyun Group,2,9/24/20,2020,09,24,E-commerce & direct-to-consumer,Shenzhen,China,Asia,5,2015,0.95,Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings,,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings"
XtalPi,2,8/11/21,2021,08,11,Artificial intelligence,Shenzhen,China,Asia,7,2014,0.786,Tencent Holdings, 5Y Capital, Sequoia Capital China,,"Tencent Holdings, 5Y Capital, Sequoia Capital China"
Zilch,2,11/10/21,2021,11,10,Fintech,London,United Kingdom,Europe,3,2018,0.339,Gauss Ventures, Ventura Capital, dmg ventures,,"Gauss Ventures, Ventura Capital, dmg ventures"
56PINGTAI,1,1/25/21,2021,01,25,"Supply chain, logistics, & delivery",Shanghai,China,Asia,8,2013,0.188,QF Capital, QC Capital, Unicom Innovation Venture Capital,,"QF Capital, QC Capital, Unicom Innovation Venture Capital"
Alzheon,1,9/30/20,2020,09,30,Health,Framingham,United States,North America,7,2013,0.094,ARCH Venture Partners, Ally Bridge Group,,,"ARCH Venture Partners, Ally Bridge Group"
Aprogen,1,5/31/19,2019,05,31,Health,Seongnam-Si,South Korea,Asia,19,2000,0.062,Lindeman Asia Investment, Nichi-Iko Pharmaceutical,,,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical"
Axtria,1,5/13/21,2021,05,13,Data management & analytics,Berkeley Heights,United States,North America,12,2009,0.206,Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India,,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"
Cell C,1,8/7/17,2017,08,07,Mobile & telecommunications,Midrand,South Africa,Africa,17,2000,0.547,Blue Label Telecoms, Net1 UEPS Technologies,,,"Blue Label Telecoms, Net1 UEPS Technologies"
China Cloud,1,6/11/18,2018,06,11,Hardware,Wuxi,China,Asia,8,2010,0.523,V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management,,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
CredAvenue,1,3/7/22,2022,03,07,Fintech,Chennai,India,Asia,5,2017,0.227,Insight Partners, B Capital Group, Lightspeed Venture Partners,,"Insight Partners, B Capital Group, Lightspeed Venture Partners"
DeepBlue Technology,1,4/16/18,2018,04,16,Artificial intelligence,Shanghai,China,Asia,4,2014,0.079,DESUN Capital, Yunfeng Capital, Meridian Capital,,"DESUN Capital, Yunfeng Capital, Meridian Capital"
dMed Biopharmaceutical,1,7/12/21,2021,07,12,Health,Shanghai,China,Asia,5,2016,0.214,Qiming Venture Partners, Vivo Capital, Sequoia Capital China,,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China"
Einride,1,12/31/21,2021,12,31,Auto & transportation,Stockholm,Sweden,Europe,5,2016,0.151,Temasek, BUILD Capital Partners, Northzone Ventures,,"Temasek, BUILD Capital Partners, Northzone Ventures"
EQRx,1,1/11/21,2021,01,11,Health,Cambridge,United States,North America,1,2020,0.7,Nextech Invest, Casdin Capital, Google Ventures,,"Nextech Invest, Casdin Capital, Google Ventures"
Everly Health,1,12/3/20,2020,12,03,E-commerce & direct-to-consumer,Austin,United States,North America,5,2015,0.231,Highland Capital Partners, Next Coast Ventures, SoGal Ventures,,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
Fair,1,12/20/18,2018,12,20,Auto & transportation,Santa Monica,United States,North America,2,2016,2,CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group,,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
Flipboard,1,7/22/15,2015,07,22,Internet software & services,Palo Alto,United States,North America,5,2010,0.211,Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners,,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
Globality,1,1/22/19,2019,01,22,Artificial intelligence,Menlo Park,United States,North America,4,2015,0.31,SoftBank Group,,,,SoftBank Group
Hosjoy,1,10/18/18,2018,10,18,E-commerce & direct-to-consumer,Nanjing,China,Asia,9,2009,0.139,U.S.-China Green Fund, Founder H Fund, Richland Equities,,"U.S.-China Green Fund, Founder H Fund, Richland Equities"
Huisuanzhang,1,5/24/21,2021,05,24,Fintech,Beijing,China,Asia,6,2015,0.227,IDG Capital, Gaocheng Capital, Chuanrong Capital,,"IDG Capital, Gaocheng Capital, Chuanrong Capital"
HuJiang,1,10/29/15,2015,10,29,Edtech,Shanghai,China,Asia,14,2001,0.223,China Minsheng Investment, Baidu, Wanxin Media,,"China Minsheng Investment, Baidu, Wanxin Media"
Hyperchain,1,4/11/21,2021,04,11,Fintech,Hangzhou,China,Asia,5,2016,0.249,Yinhong Equity Investment Fund, E Fund, Ideal International,,"Yinhong Equity Investment Fund, E Fund, Ideal International"
iTutorGroup,1,11/18/15,2015,11,18,Edtech,Shanghai,China,Asia,17,1998,0.315,QiMing Venture Partners, Temasek Holdings, Silverlink Capital,,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
JimuBox,1,4/21/15,2015,04,21,Fintech,Beijing,China,Asia,2,2013,0.131,Matrix Partners China, Ventech China, Shunwei Capital Partners,,"Matrix Partners China, Ventech China, Shunwei Capital Partners"
Juma Peisong,1,11/26/18,2018,11,26,"Supply chain, logistics, & delivery",Chengdu,China,Asia,7,2011,0.281,Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital,,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
Justworks,1,1/28/20,2020,01,28,Internet software & services,New York,United States,North America,8,2012,0.143,Index Ventures, Thrive Capital, Bain Capital Ventures,,"Index Ventures, Thrive Capital, Bain Capital Ventures"
Keenon Robotics,1,9/15/21,2021,09,15,"Supply chain, logistics, & delivery",Shanghai,China,Asia,11,2010,0.229,Yunqi Partners, SoftBank Group, iVision Ventures,,"Yunqi Partners, SoftBank Group, iVision Ventures"
Kuaigou Dache,1,7/13/18,2018,07,13,"Supply chain, logistics, & delivery",Tianjin,China,Asia,4,2014,0.65,Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds,,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
LifeMiles,1,7/13/15,2015,07,13,Other,Bogota,Colombia,South America,4,2011,0.344,Advent International,,,,Advent International
LinkSure Network,1,1/1/15,2015,01,01,Mobile & telecommunications,Shanghai,China,Asia,2,2013,0.052,N/A,,,,N/A
MobiKwik,1,10/13/21,2021,10,13,Fintech,Gurugram,India,Asia,12,2009,0.249,Sequoia Capital India, The Times Group, GMO VenturePartners,,"Sequoia Capital India, The Times Group, GMO VenturePartners"
Modernizing Medicine,1,5/10/17,2017,05,10,Health,Boca Raton,United States,North America,7,2010,0.394,Warburg Pincus, Summit Partners, Sands Capital,,"Warburg Pincus, Summit Partners, Sands Capital"
OVH,1,8/15/16,2016,08,15,Other,Roubaix,France,Europe,17,1999,1,KKR, TowerBrook Capital Partners,,,"KKR, TowerBrook Capital Partners"
Phenom People,1,4/7/21,2021,04,07,Internet software & services,Ambler,United States,North America,10,2011,0.163,Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures,,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
Pipa Coding,1,3/25/21,2021,03,25,Edtech,Beijing,China,Asia,4,2017,0.268,Source Code Capital, XVC Venture Capital, Hillhouse Capital Management,,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
Qingting FM,1,6/2/21,2021,06,02,Internet software & services,Shanghai,China,Asia,10,2011,0.164,China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group,,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"
Rad Power Bikes,1,10/28/21,2021,10,28,Auto & transportation,Seattle,United States,North America,14,2007,0.329,Durable Capital Partners, Cercano Management, T. Rowe Price,,"Durable Capital Partners, Cercano Management, T. Rowe Price"
Shukun Technology,1,8/16/21,2021,08,16,Artificial Intelligence,Beijing,China,Asia,4,2017,0.211,Marathon Venture Partners, Huagai Capital, China Creation Ventures,,"Marathon Venture Partners, Huagai Capital, China Creation Ventures"
Shulan Health,1,3/1/21,2021,03,01,Health,Hangzhou,China,Asia,6,2015,0.043,Qiming Venture Partners,,,,Qiming Venture Partners
SITECH DEV,1,5/16/19,2019,05,16,Other,Guiyang,China,Asia,2,2017,0.557,China Prosperity Capital,,,,China Prosperity Capital
Snapdeal,1,5/21/14,2014,05,21,E-commerce & direct-to-consumer,New Delhi,India,Asia,6,2008,2,SoftBankGroup, Blackrock, Alibaba Group,,"SoftBankGroup, Blackrock, Alibaba Group"
SumUp,1,7/16/19,2019,07,16,Fintech,London,United Kingdom,Europe,8,2011,1,American Express Ventures, Goldman Sachs, Bain Capital Credit,,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
TalkingData,1,1/6/21,2021,01,06,Mobile & telecommunications,Beijing,China,Asia,8,2013,0.31,N5 Capital, CR Capital Mgmt, JD Digits,,"N5 Capital, CR Capital Mgmt, JD Digits"
TUNGEE,1,12/15/21,2021,12,15,Artificial Intelligence,Guangzhou,China,Asia,5,2016,0.171,UNITY VENTURES, Qiming Venture Partners, GGV Capital,,"UNITY VENTURES, Qiming Venture Partners, GGV Capital"
UISEE Technology,1,1/25/21,2021,01,25,"Supply chain, logistics, & delivery",Beijing,China,Asia,5,2016,0.154,Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures,,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"
Valgen Medtech,1,5/6/21,2021,05,06,Health,Hangzhou,China,Asia,6,2015,0.188,Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners,,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
